SP500_Close,SP500_Open,SP500_High,SP500_Low,Daily Return,Monthly Return,Annual Return
1922.03,1945.97,1960.4,1918.46,-0.01083840686741222,,
1923.67,1926.12,1935.65,1901.1,0.0008532645172032449,,
1938.68,1927.83,1947.38,1914.35,0.007802793618448156,,
1890.28,1940.34,1950.33,1886.41,-0.024965440402748285,,
1921.84,1891.68,1934.47,1878.93,0.01669593922593471,,
1880.33,1916.68,1916.68,1857.83,-0.02159909253631931,,
1881.33,1888.66,1901.44,1864.6,0.0005318215419634065,,
1859.33,1876.18,1876.18,1812.29,-0.011693854879261001,,
1868.99,1861.46,1889.85,1848.98,0.005195419855539507,,
1906.9,1877.4,1908.85,1877.4,0.020283682630725774,,
1877.08,1906.28,1906.28,1875.97,-0.015637946405160252,,
1903.63,1878.79,1906.73,1878.79,0.014144309246276299,,
1882.95,1902.52,1916.99,1872.7,-0.010863455608495332,,
1893.36,1885.22,1902.96,1873.65,0.005528558910220527,,
1940.24,1894.0,1940.24,1894.0,0.02476021464486422,,
1939.38,1936.94,1947.2,1920.3,-0.00044324413474616797,,
1903.03,1935.26,1935.26,1897.29,-0.018743103466056232,,
1912.53,1907.07,1918.01,1872.23,0.004992039011471272,,
1915.45,1911.67,1927.35,1900.52,0.0015267734362336416,,
1880.05,1913.07,1913.07,1872.65,-0.018481296823200877,,
1853.44,1873.25,1873.25,1828.46,-0.014153878886199789,,
1852.21,1848.46,1868.25,1834.94,-0.0006636308701657434,,
1851.86,1857.1,1881.6,1850.32,-0.0001889634544679497,,
1829.08,1847.0,1847.0,1810.1,-0.01230114587495812,,
1864.78,1833.4,1864.78,1833.4,0.01951800905373191,,
1895.58,1871.44,1895.77,1871.44,0.01651669365823305,,
1926.82,1898.8,1930.68,1898.8,0.01648044398020665,,
1917.83,1927.57,1930.0,1915.09,-0.004665718645228911,,
1917.78,1916.74,1918.78,1902.17,-2.60711324778784e-05,,
1945.5,1924.44,1946.7,1924.44,0.01445421268341529,,
1921.27,1942.38,1942.38,1919.44,-0.012454381906964795,,
1929.8,1917.56,1932.08,1891.0,0.0044397716094042305,,
1951.7,1931.87,1951.83,1925.41,0.011348326251425123,,
1948.05,1954.95,1962.96,1945.78,-0.0018701644719988364,,
1932.23,1947.13,1958.27,1931.81,-0.008120941454274777,-0.004128355255019978,
1978.35,1937.09,1978.35,1937.09,0.023868794087660294,,
1986.45,1976.6,1986.51,1968.8,0.00409432102509677,,
1993.4,1985.6,1993.69,1977.37,0.003498703717687457,,
1999.99,1994.01,2009.13,1986.77,0.0033059095013543427,,
2001.76,1996.11,2006.12,1989.38,0.0008850044250221512,,
1979.26,1996.88,1996.88,1977.43,-0.011240108704340224,,
1989.26,1981.44,1992.69,1979.84,0.005052393318714987,,
1989.57,1990.97,2005.08,1969.25,0.00015583684385145347,,
2022.19,1994.71,2022.37,1994.71,0.016395502545776264,,
2019.64,2019.27,2024.57,2012.05,-0.0012610091039911842,,
2015.93,2015.27,2015.94,2005.23,-0.0018369610425620353,,
2027.22,2014.24,2032.02,2010.04,0.005600392870784177,,
2040.59,2026.9,2046.24,2022.16,0.0065952387999328455,,
2049.58,2041.16,2052.36,2041.16,0.004405588579773578,,
2051.6,2047.88,2053.91,2043.14,0.0009855677748611402,,
2049.8,2048.64,2056.6,2040.57,-0.0008773640085785184,,
2036.71,2048.55,2048.55,2034.86,-0.006385988876963622,,
2035.94,2032.48,2036.04,2022.49,-0.00037806069592627445,,
2037.05,2037.89,2042.67,2031.96,0.0005452027073489241,,
2055.01,2035.75,2055.91,2028.31,0.008816671166638201,,
2063.95,2058.27,2072.21,2058.27,0.004350343793947387,,
2059.74,2063.77,2067.92,2057.46,-0.0020397780953995692,0.0659911087189411,
2072.78,2056.62,2075.07,2043.98,0.006330896132521691,,
2066.13,2073.19,2074.02,2062.57,-0.0032082517199124583,,
2045.17,2062.5,2062.5,2042.56,-0.010144569799577008,,
2066.66,2045.56,2067.33,2043.09,0.010507683957812652,,
2041.91,2063.01,2063.01,2033.8,-0.011975845083371128,,
2047.6,2045.54,2060.63,2041.69,0.0027866066574921966,,
2041.99,2050.23,2062.93,2041.88,-0.002739792928306284,,
2061.72,2043.72,2065.05,2039.74,0.00966214330138726,,
2082.42,2065.92,2083.18,2065.92,0.010040160642570406,,
2082.78,2082.89,2087.84,2078.13,0.00017287578874580767,,
2080.73,2083.1,2083.22,2076.31,-0.00098426141983321,,
2094.34,2078.83,2094.66,2073.65,0.006540973600611455,,
2100.8,2096.05,2104.05,2091.68,0.0030845039487379378,,
2102.4,2101.52,2111.05,2096.32,0.0007616146230007281,,
2091.48,2102.09,2103.78,2088.52,-0.005194063926940662,,
2091.58,2091.49,2094.32,2081.2,4.7813031919918814e-05,,
2087.79,2089.37,2089.37,2077.52,-0.0018120272712495167,,
2091.7,2089.84,2096.87,2085.8,0.001872793719674748,,
2095.15,2092.33,2099.89,2082.31,0.001649376105560263,,
2075.81,2090.93,2099.3,2071.62,-0.00923084266043006,,
2065.3,2071.82,2073.85,2052.28,-0.00506308380824827,,
2081.43,2067.17,2083.42,2066.11,0.007810003389338016,,
2063.37,2077.18,2077.18,2054.89,-0.008676727057840061,,
2051.12,2060.3,2060.3,2045.55,-0.005936889651395494,,
2050.63,2052.95,2060.23,2045.77,-0.00023889387261577522,,
2057.14,2047.77,2057.72,2039.45,0.003174634136826171,,
2058.69,2057.55,2064.15,2054.31,0.0007534732687128898,,
2084.39,2062.63,2084.87,2062.63,0.012483666797817872,,
2064.46,2083.29,2083.29,2064.46,-0.0095615503816463,,
2064.11,2067.17,2073.99,2053.13,-0.00016953585925616466,,
2046.61,2062.5,2066.79,2043.13,-0.008478230326872227,,
2066.66,2046.53,2071.88,2046.53,0.009796688181920254,,
2047.21,2065.04,2065.69,2040.82,-0.009411320681679491,,
2047.63,2044.38,2060.61,2034.49,0.00020515726281145064,,
2040.04,2044.21,2044.21,2025.91,-0.0037067243593813526,,
2052.32,2041.88,2058.35,2041.88,0.006019489813925416,,
2048.04,2052.23,2055.58,2047.26,-0.002085444764948985,,
2076.06,2052.65,2079.67,2052.65,0.013681373410675546,,
2090.54,2078.93,2094.73,2078.93,0.006974750248066153,,
2090.1,2091.44,2094.3,2087.08,-0.0002104719354808493,,
2099.06,2090.06,2099.06,2090.06,0.004286876226017977,,
2096.96,2100.13,2103.48,2088.66,-0.0010004478195001498,0.01532949208347456,
2099.33,2093.94,2100.97,2085.1,0.001130207538531991,,
2105.26,2097.71,2105.26,2088.59,0.002824710741046177,,
2099.13,2104.07,2104.07,2085.36,-0.0029117543676315805,,
2109.41,2100.83,2113.36,2100.83,0.004897266962979874,,
2112.13,2110.18,2119.22,2110.18,0.0012894600859958416,,
2119.12,2112.71,2120.55,2112.71,0.003309455383901483,,
2115.48,2115.65,2117.64,2107.73,-0.0017176941371889187,,
2096.07,2109.57,2109.57,2089.96,-0.009175222644506098,,
2079.06,2091.75,2098.12,2078.46,-0.008115186992800894,,
2075.32,2076.65,2081.3,2064.1,-0.0017988898829277566,,
2071.5,2077.6,2085.65,2069.8,-0.0018406799915194894,,
2077.99,2066.36,2079.62,2050.37,0.0031329954139511784,,
2071.22,2078.2,2078.2,2062.84,-0.003257956005563112,,
2083.25,2075.58,2100.66,2075.58,0.005808171029634712,,
2088.9,2085.19,2093.66,2083.02,0.0027121084843393373,,
2085.45,2089.75,2099.71,2084.36,-0.001651586959643958,,
2113.32,2092.8,2113.32,2092.8,0.013364022153492305,,
2037.41,2103.81,2103.81,2032.57,-0.03591978498287063,,
2000.54,2031.45,2031.45,1991.68,-0.01809650487628911,,
2036.09,2006.67,2036.09,2006.67,0.01777020204544777,,
2070.77,2042.69,2073.13,2042.69,0.01703264590465059,,
2098.86,2073.17,2098.94,2070.0,0.013565002390415248,0.0009060735540973308,
2102.95,2099.34,2108.71,2097.9,0.0019486769007937,,
2088.55,2095.05,2095.05,2080.86,-0.006847523716683512,,
2099.73,2084.43,2100.72,2074.02,0.005352996097771179,,
2097.9,2100.42,2109.08,2089.39,-0.0008715406266519565,,
2129.9,2106.97,2131.71,2106.97,0.015253348586681925,,
2137.16,2131.72,2143.16,2131.72,0.0034086107328981097,,
2152.14,2139.5,2155.4,2139.5,0.007009302064421963,,
2152.43,2153.81,2156.45,2146.21,0.00013474959807435738,,
2163.75,2157.88,2168.99,2157.88,0.005259172191430128,,
2161.74,2165.13,2169.05,2155.79,-0.0009289428076257877,,
2166.89,2162.04,2168.35,2159.63,0.0023823401519147414,,
2163.78,2163.79,2164.63,2159.01,-0.001435236675604079,,
2173.02,2166.1,2175.63,2164.89,0.004270304744474762,,
2165.17,2172.91,2174.56,2159.75,-0.0036124840084306165,,
2175.03,2166.47,2175.11,2163.24,0.004553914935085945,,
2168.48,2173.71,2173.71,2161.95,-0.0030114527155947757,,
2169.18,2168.97,2173.54,2160.18,0.0003228067586511507,,
2166.58,2169.81,2174.98,2159.07,-0.001198609612849011,,
2170.06,2166.05,2172.85,2159.74,0.0016062180948777094,,
2173.6,2168.83,2177.09,2163.49,0.0016312913007012764,,
2170.84,2173.15,2178.29,2166.21,-0.0012697828487301388,,
2157.03,2169.94,2170.2,2147.58,-0.006361592747507805,,
2163.79,2156.81,2163.79,2152.56,0.00313393879547319,,
2164.25,2163.51,2168.19,2159.07,0.00021258994634409945,,
2182.87,2168.79,2182.87,2168.79,0.008603442301027941,,
2180.89,2183.76,2185.44,2177.85,-0.0009070627201803738,,
2181.74,2182.24,2187.66,2178.61,0.0003897491391129382,,
2175.49,2182.81,2183.41,2172.0,-0.002864685984581117,,
2185.79,2177.97,2188.45,2177.97,0.0047345655461528136,,
2184.05,2183.74,2186.28,2179.42,-0.0007960508557545154,,
2190.15,2186.08,2193.81,2186.08,0.002792976351273957,,
2178.15,2186.24,2186.24,2178.14,-0.005479076775563363,,
2182.22,2177.84,2183.08,2168.5,0.001868558180106783,,
2187.02,2181.9,2187.03,2180.46,0.002199594907937863,,
2183.87,2184.24,2185.0,2175.13,-0.001440316046492529,,
2182.64,2181.58,2185.15,2175.96,-0.0005632203382069934,,
2186.9,2187.81,2193.42,2186.8,0.0019517648352453953,,
2175.44,2185.09,2186.66,2171.25,-0.005240294480771901,,
2172.47,2173.29,2179.0,2169.74,-0.001365241054683275,,
2169.04,2175.1,2187.94,2160.39,-0.0015788480393283955,,
2180.38,2170.19,2183.48,2170.19,0.005228119352340244,,
2176.12,2179.45,2182.27,2170.41,-0.0019537878718389745,,
2170.95,2173.56,2173.79,2161.35,-0.0023757880999210057,-0.0012191755612808164,
2170.86,2171.33,2173.56,2157.09,-4.145650521647504e-05,,
2179.98,2177.49,2184.87,2173.59,0.004201100024874949,,
2186.48,2181.61,2186.57,2175.1,0.002981678730997528,,
2186.16,2185.17,2187.87,2179.07,-0.00014635395704520882,,
2181.3,2182.76,2184.94,2177.49,-0.002223076078603392,,
2127.81,2169.08,2169.08,2127.81,-0.024522073992573334,,
2159.04,2120.86,2163.3,2119.12,0.014677062331693191,,
2127.02,2150.47,2150.47,2120.27,-0.014830665480954464,,
2125.77,2127.86,2141.33,2119.9,-0.0005876766556026647,,
2147.26,2125.36,2151.31,2122.36,0.01010927804983619,,
2139.16,2146.48,2146.48,2131.2,-0.0037722492851356426,,
2139.12,2143.99,2153.61,2135.91,-1.8698928551330596e-05,,
2139.76,2145.94,2150.8,2139.17,0.00029918845132592686,,
2163.12,2144.58,2165.11,2139.57,0.010917112199498868,,
2177.18,2170.94,2179.99,2170.94,0.006499870557343135,,
2164.69,2173.29,2173.75,2163.97,-0.005736778768866024,,
2146.1,2158.54,2158.54,2145.04,-0.00858783474770064,,
2159.93,2146.04,2161.13,2141.55,0.006444247705139627,,
2171.37,2161.85,2172.4,2151.79,0.005296467941090732,,
2151.13,2168.9,2172.67,2145.2,-0.00932130406149101,,
2168.27,2156.51,2175.3,2156.51,0.007967905240501505,-0.0012344825997834263,
2161.2,2164.33,2164.41,2154.77,-0.003260664031693561,,
2150.49,2163.37,2165.46,2144.01,-0.004955580233203749,,
2159.73,2155.15,2163.95,2155.15,0.004296695171798204,,
2160.77,2158.22,2162.93,2150.28,0.0004815416741907885,,
2153.74,2164.19,2165.86,2144.85,-0.0032534698278855467,,
2163.66,2160.39,2169.6,2160.39,0.004605941292820992,,
2136.73,2161.35,2161.56,2128.84,-0.012446502685264704,,
2139.18,2137.67,2145.36,2132.77,0.0011466118788989732,,
2132.55,2130.26,2138.19,2114.72,-0.0030993184304264343,,
2132.98,2139.68,2149.19,2132.98,0.00020163653841631657,,
2126.5,2132.95,2135.61,2124.43,-0.0030380031692749387,,
2139.6,2138.31,2144.38,2135.49,0.006160357394780158,,
2144.29,2140.81,2148.44,2138.15,0.0021919985043934442,,
2141.34,2142.51,2147.18,2133.44,-0.0013757467506726462,,
2141.16,2139.43,2142.63,2130.09,-8.405951413614776e-05,,
2151.33,2148.5,2154.79,2146.91,0.004749761811354558,,
2143.16,2149.72,2151.44,2141.93,-0.0037976507555791406,,
